game_id,game_name,game_image_url,Year,Release Date,gameplay_main,gameplay_main_unit,gameplay_main_label,position,type
19215,Super Mario Maker,/games/MarioMakerImage.jpg,2015,11/09/2015,5.0,Hours,Main Story,0.0,tile
19215,Super Mario Maker,/games/MarioMakerImage.jpg,2015,11/09/2015,5.0,Hours,Main Story,1.0,tile
19215,Super Mario Maker,/games/MarioMakerImage.jpg,2015,11/09/2015,5.0,Hours,Main Story,2.0,tile
19215,Super Mario Maker,/games/MarioMakerImage.jpg,2015,11/09/2015,5.0,Hours,Main Story,3.0,tile
19215,Super Mario Maker,/games/MarioMakerImage.jpg,2015,11/09/2015,5.0,Hours,Main Story,4.0,tile
42171,Super Mario Run,/games/42171_Super_Mario_Run.jpg,2016,15/12/2016,2.0,Hours,Main Story,2.0,top_pipe
42171,Super Mario Run,/games/42171_Super_Mario_Run.jpg,2016,15/12/2016,2.0,Hours,Main Story,0.0,tile
42171,Super Mario Run,/games/42171_Super_Mario_Run.jpg,2016,15/12/2016,2.0,Hours,Main Story,1.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,12.5,top_pipe
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,0.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,1.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,2.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,3.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,4.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,5.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,6.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,7.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,8.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,9.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,10.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,11.0,tile
42833,Super Mario Odyssey,/games/42833_Super_Mario_Odyssey.jpg,2017,27/10/2017,12.5,Hours,Main Story,12.0,tile
63660,New Super Mario Bros. U Deluxe,/games/63660_New_Super_Mario_Bros_U_Deluxe.jpg,2019,11/01/2019,9.0,Hours,Main Story,9.0,top_pipe
63660,New Super Mario Bros. U Deluxe,/games/63660_New_Super_Mario_Bros_U_Deluxe.jpg,2019,11/01/2019,9.0,Hours,Main Story,0.0,tile
63660,New Super Mario Bros. U Deluxe,/games/63660_New_Super_Mario_Bros_U_Deluxe.jpg,2019,11/01/2019,9.0,Hours,Main Story,1.0,tile
63660,New Super Mario Bros. U Deluxe,/games/63660_New_Super_Mario_Bros_U_Deluxe.jpg,2019,11/01/2019,9.0,Hours,Main Story,2.0,tile
63660,New Super Mario Bros. U Deluxe,/games/63660_New_Super_Mario_Bros_U_Deluxe.jpg,2019,11/01/2019,9.0,Hours,Main Story,3.0,tile
63660,New Super Mario Bros. U Deluxe,/games/63660_New_Super_Mario_Bros_U_Deluxe.jpg,2019,11/01/2019,9.0,Hours,Main Story,4.0,tile
63660,New Super Mario Bros. U Deluxe,/games/63660_New_Super_Mario_Bros_U_Deluxe.jpg,2019,11/01/2019,9.0,Hours,Main Story,5.0,tile
63660,New Super Mario Bros. U Deluxe,/games/63660_New_Super_Mario_Bros_U_Deluxe.jpg,2019,11/01/2019,9.0,Hours,Main Story,6.0,tile
63660,New Super Mario Bros. U Deluxe,/games/63660_New_Super_Mario_Bros_U_Deluxe.jpg,2019,11/01/2019,9.0,Hours,Main Story,7.0,tile
63660,New Super Mario Bros. U Deluxe,/games/63660_New_Super_Mario_Bros_U_Deluxe.jpg,2019,11/01/2019,9.0,Hours,Main Story,8.0,tile
65004,Super Mario Maker 2,/games/65004_Super_Mario_Maker_2.jpg,2019,28/06/2019,7.0,Hours,Main Story,7.0,top_pipe
65004,Super Mario Maker 2,/games/65004_Super_Mario_Maker_2.jpg,2019,28/06/2019,7.0,Hours,Main Story,0.0,tile
65004,Super Mario Maker 2,/games/65004_Super_Mario_Maker_2.jpg,2019,28/06/2019,7.0,Hours,Main Story,1.0,tile
65004,Super Mario Maker 2,/games/65004_Super_Mario_Maker_2.jpg,2019,28/06/2019,7.0,Hours,Main Story,2.0,tile
65004,Super Mario Maker 2,/games/65004_Super_Mario_Maker_2.jpg,2019,28/06/2019,7.0,Hours,Main Story,3.0,tile
65004,Super Mario Maker 2,/games/65004_Super_Mario_Maker_2.jpg,2019,28/06/2019,7.0,Hours,Main Story,4.0,tile
65004,Super Mario Maker 2,/games/65004_Super_Mario_Maker_2.jpg,2019,28/06/2019,7.0,Hours,Main Story,5.0,tile
65004,Super Mario Maker 2,/games/65004_Super_Mario_Maker_2.jpg,2019,28/06/2019,7.0,Hours,Main Story,6.0,tile
82771,Super Mario 3D World + Bowser's Fury,/games/82771_Super_Mario_3D_World__Bowsers_Fury.jpg,2021,12/02/2021,8.5,Hours,Main Story,8.5,top_pipe
82771,Super Mario 3D World + Bowser's Fury,/games/82771_Super_Mario_3D_World__Bowsers_Fury.jpg,2021,12/02/2021,8.5,Hours,Main Story,0.0,tile
82771,Super Mario 3D World + Bowser's Fury,/games/82771_Super_Mario_3D_World__Bowsers_Fury.jpg,2021,12/02/2021,8.5,Hours,Main Story,1.0,tile
82771,Super Mario 3D World + Bowser's Fury,/games/82771_Super_Mario_3D_World__Bowsers_Fury.jpg,2021,12/02/2021,8.5,Hours,Main Story,2.0,tile
82771,Super Mario 3D World + Bowser's Fury,/games/82771_Super_Mario_3D_World__Bowsers_Fury.jpg,2021,12/02/2021,8.5,Hours,Main Story,3.0,tile
82771,Super Mario 3D World + Bowser's Fury,/games/82771_Super_Mario_3D_World__Bowsers_Fury.jpg,2021,12/02/2021,8.5,Hours,Main Story,4.0,tile
82771,Super Mario 3D World + Bowser's Fury,/games/82771_Super_Mario_3D_World__Bowsers_Fury.jpg,2021,12/02/2021,8.5,Hours,Main Story,5.0,tile
82771,Super Mario 3D World + Bowser's Fury,/games/82771_Super_Mario_3D_World__Bowsers_Fury.jpg,2021,12/02/2021,8.5,Hours,Main Story,6.0,tile
82771,Super Mario 3D World + Bowser's Fury,/games/82771_Super_Mario_3D_World__Bowsers_Fury.jpg,2021,12/02/2021,8.5,Hours,Main Story,7.0,tile
82771,Super Mario 3D World + Bowser's Fury,/games/82771_Super_Mario_3D_World__Bowsers_Fury.jpg,2021,12/02/2021,8.5,Hours,Main Story,8.0,tile
